  Temperature      Weight        HeatFlow
      °C              %             W/g
    138.63          95.57          7.264
    138.71          95.57          7.263
    138.79          95.57          7.261
    138.88          95.57          7.260
    138.96          95.57          7.259
    139.05          95.57          7.257
    139.13          95.57          7.256
    139.21          95.56          7.255
    139.29          95.56          7.253
    139.38          95.56          7.252
    139.46          95.56          7.251
    139.54          95.56          7.250
    139.62          95.56          7.248
    139.71          95.56          7.247
    139.79          95.56          7.246
    139.87          95.56          7.245
    139.96          95.56          7.244
    140.04          95.56          7.242
    140.12          95.56          7.241
    140.21          95.56          7.240
    140.28          95.56          7.239
    140.37          95.56          7.238
    140.46          95.55          7.237
    140.54          95.55          7.236
    140.62          95.55          7.235
    140.70          95.55          7.234
    140.79          95.55          7.232
    140.87          95.55          7.231
    140.95          95.55          7.230
    141.04          95.55          7.229
    141.12          95.54          7.228
    141.20          95.54          7.226
    141.29          95.54          7.225
    141.37          95.54          7.224
    141.46          95.54          7.222
    141.54          95.54          7.221
    141.62          95.54          7.220
    141.70          95.54          7.218
    141.78          95.54          7.217
    141.87          95.54          7.215
    141.95          95.54          7.214
    142.03          95.53          7.213
    142.12          95.53          7.211
    142.19          95.53          7.210
    142.28          95.53          7.209
    142.36          95.53          7.207
    142.44          95.53          7.206
    142.53          95.53          7.205
    142.61          95.53          7.203
    142.69          95.53          7.202
    142.77          95.53          7.201
    142.86          95.53          7.199
    142.95          95.53          7.198
    143.03          95.53          7.197
    143.11          95.53          7.195
    143.20          95.53          7.194
    143.28          95.53          7.193
    143.36          95.53          7.192
    143.45          95.53          7.191
    143.53          95.53          7.189
    143.61          95.53          7.188
    143.70          95.53          7.187
    143.78          95.53          7.186
    143.86          95.52          7.184
    143.95          95.52          7.183
    144.03          95.52          7.182
    144.11          95.52          7.180
    144.20          95.52          7.179
    144.28          95.51          7.177
    144.36          95.51          7.176
    144.45          95.51          7.174
    144.53          95.51          7.173
    144.61          95.51          7.171
    144.70          95.51          7.170
    144.78          95.51          7.168
    144.86          95.51          7.167
    144.95          95.51          7.166
    145.03          95.51          7.164
    145.11          95.51          7.163
    145.19          95.51          7.161
    145.27          95.51          7.160
    145.36          95.51          7.159
    145.44          95.51          7.157
    145.52          95.51          7.156
    145.61          95.50          7.155
    145.69          95.50          7.154
    145.77          95.50          7.152
    145.86          95.50          7.151
    145.94          95.50          7.149
    146.03          95.50          7.148
    146.11          95.50          7.146
    146.19          95.50          7.145
    146.27          95.50          7.144
    146.36          95.50          7.142
    146.44          95.49          7.141
    146.52          95.49          7.139
    146.61          95.50          7.138
    146.69          95.50          7.136
    146.77          95.49          7.135
    146.85          95.49          7.134
    146.94          95.50          7.132
    147.02          95.49          7.131
    147.10          95.49          7.129
    147.18          95.49          7.128
    147.27          95.50          7.126
    147.35          95.49          7.125
    147.43          95.49          7.124
    147.52          95.49          7.123
    147.60          95.49          7.121
    147.68          95.49          7.120
    147.76          95.49          7.119
    147.85          95.49          7.117
    147.93          95.49          7.116
    148.01          95.49          7.115
    148.10          95.49          7.113
    148.18          95.49          7.112
    148.26          95.48          7.110
    148.35          95.48          7.108
    148.43          95.48          7.107
    148.51          95.48          7.105
    148.60          95.48          7.104
    148.68          95.48          7.102
    148.76          95.48          7.101
    148.85          95.48          7.099
    148.93          95.48          7.097
    149.01          95.48          7.096
    149.09          95.48          7.095
    149.18          95.48          7.093
    149.26          95.48          7.092
    149.34          95.47          7.090
    149.43          95.48          7.089
    149.51          95.47          7.087
    149.59          95.47          7.086
    149.67          95.47          7.084
    149.76          95.47          7.083
    149.84          95.47          7.081
    149.92          95.47          7.079
    150.01          95.47          7.078
    150.09          95.47          7.076
    150.17          95.47          7.075
    150.25          95.46          7.074
    150.34          95.46          7.072
    150.42          95.46          7.071
    150.50          95.46          7.069
    150.59          95.46          7.068
    150.67          95.46          7.067
    150.76          95.46          7.065
    150.84          95.46          7.064
    150.92          95.45          7.062
    151.00          95.45          7.061
    151.08          95.45          7.059
    151.17          95.45          7.058
    151.25          95.45          7.057
    151.34          95.45          7.055
    151.42          95.45          7.054
    151.50          95.45          7.053
    151.58          95.45          7.051
    151.66          95.45          7.050
    151.75          95.45          7.048
    151.83          95.45          7.047
    151.91          95.45          7.045
    152.00          95.45          7.044
    152.08          95.45          7.042
    152.17          95.44          7.040
    152.25          95.44          7.039
    152.33          95.44          7.037
    152.42          95.44          7.035
    152.50          95.44          7.034
    152.58          95.44          7.032
    152.66          95.44          7.031
    152.75          95.44          7.029
    152.83          95.44          7.028
    152.92          95.44          7.027
    153.00          95.44          7.026
    153.08          95.44          7.024
    153.16          95.44          7.022
    153.24          95.44          7.021
    153.33          95.43          7.019
    153.41          95.43          7.017
    153.50          95.43          7.016
    153.58          95.43          7.014
    153.66          95.43          7.012
    153.74          95.43          7.011
    153.83          95.43          7.009
    153.91          95.43          7.008
    153.99          95.42          7.006
    154.08          95.42          7.005
    154.16          95.42          7.003
    154.24          95.42          7.002
    154.32          95.42          7.000
    154.40          95.42          6.999
    154.49          95.42          6.997
    154.57          95.41          6.996
    154.66          95.41          6.994
    154.74          95.41          6.993
    154.82          95.41          6.992
    154.91          95.41          6.990
    154.99          95.41          6.989
    155.07          95.41          6.987
    155.15          95.41          6.986
    155.24          95.41          6.984
    155.32          95.41          6.983
    155.40          95.41          6.981
    155.49          95.41          6.979
    155.57          95.41          6.978
    155.65          95.41          6.976
    155.74          95.41          6.975
    155.82          95.41          6.973
    155.90          95.41          6.971
    155.99          95.41          6.970
    156.07          95.41          6.968
    156.15          95.41          6.966
    156.23          95.41          6.965
    156.32          95.41          6.964
    156.40          95.41          6.962
    156.48          95.41          6.961
    156.56          95.41          6.959
    156.65          95.41          6.957
    156.73          95.41          6.956
    156.82          95.41          6.955
    156.90          95.40          6.953
    156.98          95.40          6.951
    157.06          95.40          6.949
    157.15          95.40          6.948
    157.23          95.40          6.946
    157.31          95.40          6.944
    157.40          95.40          6.943
    157.48          95.40          6.941
    157.56          95.39          6.940
    157.65          95.39          6.938
    157.73          95.39          6.937
    157.81          95.39          6.935
    157.89          95.39          6.934
    157.98          95.39          6.932
    158.06          95.39          6.931
    158.14          95.38          6.929
    158.22          95.38          6.928
    158.31          95.38          6.926
    158.39          95.38          6.925
    158.48          95.38          6.923
    158.56          95.38          6.922
    158.64          95.38          6.920
    158.72          95.38          6.919
    158.81          95.38          6.918
    158.89          95.38          6.916
    158.97          95.38          6.915
    159.05          95.38          6.913
    159.14          95.38          6.912
    159.22          95.38          6.910
    159.30          95.38          6.909
    159.38          95.38          6.908
    159.47          95.38          6.906
    159.55          95.38          6.904
    159.64          95.37          6.902
    159.72          95.37          6.901
    159.80          95.37          6.899
    159.89          95.37          6.898
    159.97          95.37          6.897
    160.05          95.37          6.895
    160.14          95.36          6.894
    160.22          95.36          6.893
    160.30          95.37          6.891
    160.39          95.36          6.890
    160.47          95.36          6.888
    160.55          95.36          6.887
    160.63          95.36          6.886
    160.72          95.36          6.884
    160.80          95.36          6.883
    160.88          95.36          6.881
    160.97          95.36          6.880
    161.05          95.36          6.878
    161.14          95.35          6.877
    161.22          95.35          6.875
    161.30          95.35          6.874
    161.38          95.35          6.872
    161.46          95.35          6.871
    161.54          95.35          6.869
    161.63          95.35          6.868
    161.71          95.35          6.866
    161.80          95.35          6.865
    161.88          95.35          6.863
    161.96          95.35          6.862
    162.05          95.34          6.860
    162.13          95.34          6.859
    162.21          95.34          6.857
    162.30          95.35          6.856
    162.38          95.34          6.854
    162.46          95.34          6.852
    162.54          95.34          6.851
    162.63          95.34          6.849
    162.71          95.34          6.848
    162.80          95.34          6.846
    162.88          95.34          6.845
    162.96          95.34          6.844
    163.04          95.34          6.842
    163.13          95.34          6.841
    163.20          95.34          6.839
    163.29          95.33          6.838
    163.37          95.33          6.836
    163.46          95.33          6.835
    163.54          95.33          6.833
    163.62          95.33          6.832
    163.71          95.33          6.830
    163.79          95.33          6.829
    163.87          95.32          6.827
    163.96          95.32          6.826
    164.03          95.32          6.824
    164.12          95.32          6.822
    164.20          95.32          6.821
    164.28          95.31          6.819
    164.37          95.31          6.818
    164.45          95.31          6.816
    164.54          95.31          6.815
    164.62          95.31          6.814
    164.70          95.31          6.812
    164.79          95.31          6.811
    164.87          95.31          6.809
    164.95          95.31          6.808
    165.03          95.31          6.806
    165.11          95.31          6.805
    165.20          95.31          6.803
    165.28          95.31          6.802
    165.36          95.31          6.800
    165.45          95.31          6.799
    165.53          95.31          6.797
    165.61          95.30          6.796
    165.69          95.30          6.794
    165.78          95.30          6.793
    165.86          95.30          6.791
    165.95          95.30          6.790
    166.03          95.30          6.788
    166.11          95.30          6.787
    166.19          95.30          6.785
    166.28          95.30          6.784
    166.36          95.29          6.782
    166.44          95.29          6.781
    166.52          95.29          6.779
    166.61          95.29          6.778
    166.70          95.29          6.777
    166.78          95.29          6.775
    166.85          95.29          6.774
    166.94          95.28          6.773
    167.03          95.28          6.771
    167.11          95.28          6.770
    167.19          95.28          6.768
    167.27          95.28          6.767
    167.36          95.28          6.765
    167.44          95.28          6.764
    167.52          95.28          6.762
    167.61          95.28          6.760
    167.69          95.28          6.759
    167.77          95.28          6.757
    167.86          95.28          6.755
    167.94          95.27          6.753
    168.02          95.27          6.752
    168.10          95.27          6.750
    168.19          95.27          6.749
    168.27          95.27          6.747
    168.35          95.27          6.746
    168.43          95.27          6.744
    168.52          95.27          6.743
    168.60          95.27          6.741
    168.68          95.27          6.740
    168.77          95.27          6.738
    168.85          95.26          6.737
    168.94          95.26          6.735
    169.02          95.26          6.734
    169.10          95.26          6.732
    169.18          95.26          6.731
    169.26          95.26          6.729
    169.35          95.26          6.728
    169.43          95.26          6.726
    169.51          95.26          6.725
    169.60          95.25          6.724
    169.68          95.25          6.723
    169.76          95.25          6.721
    169.85          95.25          6.720
    169.93          95.25          6.718
    170.01          95.25          6.717
    170.10          95.25          6.715
    170.18          95.25          6.714
    170.26          95.24          6.712
    170.35          95.24          6.711
    170.43          95.24          6.709
    170.51          95.24          6.708
    170.60          95.24          6.707
    170.68          95.24          6.705
    170.76          95.24          6.704
    170.84          95.24          6.702
    170.93          95.24          6.701
    171.01          95.23          6.700
    171.09          95.23          6.698
    171.18          95.23          6.697
    171.27          95.23          6.696
    171.34          95.23          6.694
    171.43          95.23          6.692
    171.51          95.23          6.691
    171.60          95.23          6.690
    171.68          95.23          6.688
    171.76          95.22          6.687
    171.84          95.22          6.685
    171.92          95.22          6.684
    172.01          95.22          6.682
    172.09          95.22          6.681
    172.18          95.22          6.679
    172.25          95.22          6.678
    172.34          95.22          6.676
    172.42          95.21          6.675
    172.51          95.21          6.674
    172.59          95.21          6.672
    172.67          95.21          6.671
    172.76          95.21          6.670
    172.84          95.21          6.668
    172.92          95.21          6.667
    173.00          95.21          6.665
    173.09          95.21          6.664
    173.17          95.21          6.663
    173.25          95.21          6.661
    173.34          95.20          6.660
    173.42          95.20          6.658
    173.50          95.20          6.657
    173.59          95.20          6.655
    173.67          95.20          6.654
    173.75          95.20          6.652
    173.84          95.20          6.651
    173.92          95.20          6.650
    174.00          95.19          6.648
    174.08          95.19          6.647
    174.16          95.19          6.645
    174.25          95.19          6.644
    174.33          95.19          6.643
    174.42          95.19          6.641
    174.50          95.18          6.640
    174.58          95.18          6.638
    174.67          95.18          6.637
    174.75          95.18          6.635
    174.84          95.18          6.634
    174.92          95.18          6.633
    175.00          95.18          6.631
    175.08          95.18          6.630
    175.17          95.18          6.629
    175.25          95.18          6.627
    175.33          95.18          6.626
    175.42          95.18          6.624
    175.50          95.17          6.623
    175.58          95.17          6.622
    175.66          95.17          6.620
    175.75          95.17          6.619
    175.83          95.17          6.617
    175.91          95.17          6.616
    175.99          95.16          6.615
    176.08          95.16          6.613
    176.16          95.16          6.612
    176.24          95.16          6.611
    176.33          95.16          6.609
    176.41          95.16          6.608
    176.49          95.16          6.607
    176.57          95.15          6.605
    176.66          95.15          6.604
    176.74          95.15          6.603
    176.83          95.15          6.601
    176.91          95.15          6.600
    176.99          95.15          6.599
    177.08          95.15          6.597
    177.16          95.15          6.596
    177.24          95.14          6.595
    177.32          95.15          6.593
    177.41          95.15          6.592
    177.49          95.15          6.590
    177.57          95.14          6.589
    177.66          95.14          6.587
    177.74          95.14          6.586
    177.82          95.14          6.585
    177.91          95.14          6.583
    177.99          95.14          6.582
    178.07          95.14          6.580
    178.15          95.13          6.579
    178.24          95.13          6.578
    178.32          95.13          6.577
    178.41          95.13          6.576
    178.49          95.13          6.575
    178.57          95.13          6.574
    178.66          95.13          6.572
    178.74          95.12          6.571
    178.82          95.12          6.570
    178.90          95.12          6.569
    178.99          95.12          6.568
    179.07          95.12          6.566
    179.15          95.12          6.565
    179.24          95.12          6.563
    179.31          95.12          6.562
    179.40          95.12          6.560
    179.48          95.11          6.559
    179.57          95.11          6.557
    179.65          95.11          6.556
    179.73          95.11          6.554
    179.82          95.11          6.553
    179.90          95.11          6.552
    179.98          95.11          6.550
    180.07          95.10          6.549
    180.15          95.10          6.548
    180.23          95.10          6.547
    180.32          95.10          6.545
    180.40          95.10          6.544
    180.48          95.10          6.543
    180.56          95.09          6.541
    180.65          95.09          6.540
    180.73          95.09          6.538
    180.81          95.09          6.537
    180.89          95.09          6.536
    180.98          95.09          6.535
    181.06          95.09          6.533
    181.14          95.09          6.532
    181.23          95.09          6.530
    181.31          95.08          6.529
    181.40          95.08          6.528
    181.48          95.08          6.527
    181.56          95.08          6.525
    181.64          95.08          6.524
    181.73          95.08          6.522
    181.81          95.08          6.521
    181.89          95.08          6.520
    181.98          95.08          6.518
    182.06          95.07          6.517
    182.14          95.07          6.516
    182.23          95.07          6.515
    182.31          95.07          6.513
    182.39          95.07          6.512
    182.47          95.07          6.511
    182.56          95.07          6.510
    182.64          95.07          6.508
    182.71          95.07          6.507
    182.80          95.07          6.505
    182.88          95.06          6.504
    182.96          95.06          6.503
    183.05          95.06          6.501
    183.13          95.06          6.500
    183.21          95.06          6.499
    183.30          95.06          6.498
    183.39          95.05          6.496
    183.47          95.05          6.495
    183.55          95.05          6.494
    183.63          95.05          6.493
    183.72          95.05          6.491
    183.80          95.04          6.490
    183.88          95.04          6.489
    183.96          95.04          6.487
    184.05          95.04          6.486
    184.13          95.04          6.484
    184.21          95.04          6.483
    184.29          95.04          6.482
    184.38          95.03          6.481
    184.46          95.03          6.479
    184.54          95.03          6.478
    184.62          95.03          6.477
    184.71          95.03          6.476
    184.79          95.03          6.475
    184.88          95.03          6.473
    184.96          95.03          6.472
    185.05          95.03          6.471
    185.13          95.02          6.470
    185.21          95.02          6.469
    185.29          95.02          6.467
    185.38          95.02          6.466
    185.46          95.02          6.465
    185.54          95.02          6.463
    185.63          95.02          6.462
    185.71          95.01          6.460
    185.79          95.01          6.459
    185.87          95.01          6.457
    185.96          95.01          6.456
    186.04          95.01          6.455
    186.13          95.00          6.453
    186.21          95.00          6.452
    186.29          95.00          6.451
    186.37          95.00          6.449
    186.45          95.00          6.448
    186.54          95.00          6.447
    186.62          95.00          6.446
    186.70          95.00          6.444
    186.78          94.99          6.443
    186.87          94.99          6.442
    186.95          94.99          6.440
    187.03          94.99          6.439
    187.12          94.99          6.438
    187.20          94.99          6.437
    187.29          94.99          6.435
    187.36          94.99          6.434
    187.45          94.98          6.432
    187.54          94.98          6.431
    187.62          94.98          6.429
    187.70          94.98          6.428
    187.79          94.98          6.427
    187.87          94.98          6.426
    187.95          94.98          6.424
    188.03          94.97          6.423
    188.11          94.97          6.422
    188.20          94.97          6.421
    188.28          94.97          6.420
    188.36          94.97          6.418
    188.44          94.96          6.417
    188.53          94.96          6.415
    188.61          94.96          6.414
    188.70          94.96          6.412
    188.78          94.95          6.411
    188.86          94.95          6.409
    188.95          94.95          6.408
    189.03          94.95          6.406
    189.11          94.95          6.405
    189.19          94.95          6.403
    189.28          94.95          6.402
    189.36          94.95          6.401
    189.44          94.94          6.399
    189.53          94.94          6.398
    189.61          94.94          6.397
    189.69          94.94          6.395
    189.77          94.94          6.394
    189.86          94.94          6.392
    189.94          94.94          6.391
    190.02          94.94          6.389
    190.11          94.94          6.388
    190.19          94.93          6.386
    190.27          94.93          6.385
    190.36          94.93          6.383
    190.44          94.93          6.382
    190.52          94.93          6.380
    190.61          94.92          6.378
    190.69          94.92          6.377
    190.78          94.92          6.375
    190.86          94.92          6.373
    190.94          94.92          6.372
    191.02          94.91          6.370
    191.10          94.91          6.369
    191.19          94.91          6.367
    191.27          94.91          6.366
    191.35          94.91          6.364
    191.44          94.91          6.362
    191.52          94.91          6.361
    191.61          94.90          6.359
    191.68          94.90          6.357
    191.76          94.90          6.355
    191.85          94.90          6.354
    191.94          94.90          6.352
    192.02          94.90          6.351
    192.10          94.90          6.349
    192.19          94.90          6.347
    192.27          94.89          6.346
    192.35          94.89          6.344
    192.43          94.89          6.343
    192.52          94.89          6.341
    192.60          94.89          6.340
    192.68          94.89          6.338
    192.76          94.89          6.336
    192.85          94.88          6.335
    192.93          94.88          6.333
    193.01          94.88          6.331
    193.09          94.88          6.330
    193.18          94.88          6.328
    193.25          94.87          6.326
    193.34          94.87          6.325
    193.43          94.87          6.323
    193.51          94.87          6.321
    193.60          94.87          6.319
    193.68          94.87          6.317
    193.76          94.87          6.316
    193.84          94.86          6.314
    193.92          94.86          6.312
    194.01          94.86          6.310
    194.09          94.86          6.309
    194.17          94.86          6.307
    194.26          94.86          6.305
    194.33          94.86          6.303
    194.42          94.85          6.302
    194.51          94.85          6.300
    194.59          94.85          6.298
    194.67          94.85          6.296
    194.76          94.84          6.294
    194.84          94.84          6.293
    194.92          94.84          6.291
    195.00          94.84          6.289
    195.09          94.84          6.288
    195.17          94.83          6.286
    195.26          94.83          6.284
    195.34          94.83          6.282
    195.42          94.83          6.281
    195.50          94.83          6.279
    195.58          94.83          6.277
    195.66          94.83          6.276
    195.75          94.82          6.274
    195.83          94.82          6.272
    195.91          94.82          6.270
    195.99          94.82          6.268
    196.07          94.81          6.267
    196.16          94.81          6.265
    196.25          94.81          6.263
    196.33          94.81          6.261
    196.41          94.80          6.259
    196.49          94.80          6.257
    196.58          94.80          6.256
    196.66          94.80          6.254
    196.74          94.80          6.252
    196.83          94.80          6.251
    196.91          94.80          6.249
    196.99          94.80          6.248
    197.08          94.79          6.246
    197.16          94.79          6.245
    197.24          94.79          6.243
    197.33          94.79          6.241
    197.41          94.79          6.240
    197.49          94.78          6.238
    197.57          94.78          6.236
    197.66          94.78          6.234
    197.74          94.78          6.233
    197.83          94.78          6.231
    197.91          94.77          6.229
    197.99          94.77          6.228
    198.07          94.77          6.226
    198.15          94.77          6.225
    198.24          94.77          6.223
    198.32          94.76          6.222
    198.41          94.76          6.220
    198.49          94.76          6.219
    198.57          94.76          6.217
    198.66          94.75          6.216
    198.74          94.75          6.214
    198.82          94.75          6.212
    198.91          94.75          6.211
    198.99          94.75          6.210
    199.07          94.75          6.208
    199.15          94.74          6.207
    199.24          94.74          6.205
    199.32          94.74          6.203
    199.40          94.74          6.202
    199.49          94.74          6.200
    199.57          94.73          6.199
    199.65          94.73          6.197
    199.74          94.73          6.196
    199.82          94.73          6.194
    199.90          94.72          6.193
    199.98          94.72          6.191
    200.07          94.72          6.190
    200.15          94.72          6.188
    200.23          94.72          6.187
    200.32          94.72          6.185
    200.40          94.71          6.184
    200.48          94.71          6.182
    200.57          94.71          6.181
    200.65          94.71          6.179
    200.74          94.71          6.178
    200.82          94.71          6.176
    200.90          94.70          6.174
    200.99          94.70          6.173
    201.07          94.70          6.171
    201.15          94.70          6.169
    201.23          94.70          6.168
    201.31          94.69          6.167
    201.40          94.69          6.165
    201.49          94.69          6.164
    201.57          94.69          6.162
    201.65          94.68          6.161
    201.73          94.68          6.160
    201.82          94.68          6.158
    201.90          94.68          6.157
    201.98          94.67          6.156
    202.06          94.67          6.154
    202.15          94.67          6.153
    202.24          94.67          6.151
    202.32          94.67          6.150
    202.40          94.67          6.149
    202.48          94.66          6.148
    202.56          94.66          6.146
    202.65          94.66          6.145
    202.73          94.66          6.143
    202.81          94.65          6.142
    202.90          94.65          6.141
    202.98          94.65          6.139
    203.06          94.65          6.138
    203.14          94.64          6.137
    203.23          94.64          6.135
    203.31          94.64          6.134
    203.39          94.64          6.133
    203.48          94.64          6.132
    203.56          94.63          6.131
    203.65          94.63          6.129
    203.73          94.63          6.128
    203.82          94.63          6.127
    203.90          94.62          6.125
    203.98          94.62          6.124
    204.06          94.62          6.123
    204.14          94.61          6.121
    204.23          94.61          6.120
    204.31          94.61          6.118
    204.40          94.61          6.117
    204.48          94.61          6.115
    204.56          94.60          6.114
    204.64          94.60          6.113
    204.73          94.60          6.111
    204.81          94.60          6.110
    204.89          94.60          6.109
    204.98          94.60          6.108
    205.06          94.59          6.106
    205.14          94.59          6.105
    205.23          94.59          6.104
    205.31          94.58          6.103
    205.39          94.58          6.102
    205.48          94.58          6.101
    205.56          94.57          6.100
    205.64          94.57          6.098
    205.72          94.57          6.097
    205.80          94.57          6.096
    205.89          94.56          6.095
    205.97          94.56          6.093
    206.05          94.56          6.092
    206.14          94.56          6.091
    206.22          94.55          6.089
    206.31          94.55          6.088
    206.39          94.55          6.087
    206.47          94.55          6.085
    206.56          94.54          6.084
    206.64          94.54          6.082
    206.72          94.54          6.081
    206.81          94.54          6.080
    206.89          94.54          6.078
    206.97          94.53          6.077
    207.06          94.53          6.075
    207.14          94.53          6.074
    207.22          94.52          6.072
    207.31          94.52          6.071
    207.39          94.52          6.070
    207.47          94.52          6.068
    207.56          94.52          6.067
    207.64          94.51          6.066
    207.73          94.51          6.065
    207.81          94.51          6.063
    207.89          94.51          6.062
    207.98          94.50          6.061
    208.06          94.50          6.059
    208.14          94.50          6.058
    208.22          94.49          6.057
    208.31          94.49          6.056
    208.39          94.49          6.055
    208.47          94.49          6.054
    208.55          94.48          6.053
    208.63          94.48          6.052
    208.72          94.48          6.050
    208.81          94.47          6.049
    208.89          94.47          6.048
    208.97          94.47          6.046
    209.06          94.47          6.045
    209.13          94.46          6.044
    209.22          94.46          6.042
    209.30          94.46          6.041
    209.39          94.46          6.040
    209.47          94.45          6.038
    209.56          94.45          6.037
    209.64          94.45          6.035
    209.72          94.45          6.034
    209.81          94.44          6.032
    209.89          94.44          6.031
    209.97          94.44          6.030
    210.06          94.43          6.029
    210.14          94.43          6.027
    210.22          94.43          6.026
    210.30          94.43          6.025
    210.38          94.42          6.023
    210.47          94.42          6.022
    210.55          94.42          6.021
    210.63          94.41          6.020
    210.72          94.41          6.018
    210.80          94.41          6.017
    210.89          94.41          6.015
    210.97          94.40          6.014
    211.05          94.40          6.013
    211.13          94.40          6.012
    211.22          94.39          6.011
    211.30          94.39          6.009
    211.38          94.39          6.008
    211.47          94.39          6.007
    211.54          94.38          6.006
    211.63          94.38          6.004
    211.71          94.38          6.003
    211.80          94.37          6.001
    211.88          94.37          6.000
    211.96          94.37          5.998
    212.04          94.36          5.997
    212.13          94.36          5.996
    212.21          94.36          5.994
    212.30          94.35          5.993
    212.37          94.35          5.991
    212.46          94.35          5.990
    212.55          94.34          5.989
    212.63          94.34          5.987
    212.71          94.34          5.986
    212.80          94.33          5.985
    212.88          94.33          5.983
    212.96          94.33          5.982
    213.05          94.32          5.981
    213.13          94.32          5.979
    213.21          94.32          5.978
    213.29          94.31          5.976
    213.37          94.31          5.975
    213.46          94.31          5.973
    213.54          94.31          5.972
    213.63          94.30          5.971
    213.71          94.30          5.969
    213.79          94.30          5.968
    213.88          94.29          5.967
    213.96          94.29          5.965
    214.04          94.28          5.964
    214.13          94.28          5.962
    214.21          94.28          5.961
    214.29          94.27          5.960
    214.37          94.27          5.958
    214.46          94.27          5.957
    214.54          94.26          5.956
    214.62          94.26          5.954
    214.71          94.26          5.953
    214.79          94.26          5.952
    214.87          94.25          5.950
    214.96          94.25          5.949
    215.04          94.25          5.948
    215.12          94.24          5.946
    215.20          94.24          5.945
    215.29          94.24          5.943
    215.37          94.23          5.941
    215.45          94.23          5.940
    215.54          94.22          5.939
    215.62          94.22          5.937
    215.70          94.22          5.936
    215.79          94.21          5.934
    215.87          94.21          5.933
    215.96          94.21          5.931
    216.04          94.21          5.930
    216.12          94.20          5.928
    216.20          94.20          5.927
    216.28          94.19          5.926
    216.37          94.19          5.924
    216.45          94.19          5.923
    216.54          94.18          5.921
    216.62          94.18          5.920
    216.70          94.18          5.919
    216.78          94.17          5.917
    216.87          94.17          5.916
    216.95          94.16          5.915
    217.04          94.16          5.913
    217.11          94.16          5.912
    217.20          94.15          5.911
    217.28          94.15          5.909
    217.36          94.15          5.907
    217.45          94.14          5.906
    217.53          94.14          5.905
    217.62          94.14          5.903
    217.70          94.13          5.902
    217.78          94.13          5.900
    217.87          94.13          5.899
    217.95          94.12          5.897
    218.03          94.12          5.896
    218.11          94.11          5.894
    218.20          94.11          5.893
    218.28          94.11          5.892
    218.36          94.10          5.890
    218.44          94.10          5.889
    218.53          94.09          5.888
    218.61          94.09          5.886
    218.70          94.08          5.885
    218.78          94.08          5.884
    218.86          94.07          5.882
    218.94          94.07          5.881
    219.03          94.07          5.879
    219.11          94.07          5.878
    219.19          94.06          5.876
    219.27          94.06          5.875
    219.36          94.05          5.873
    219.44          94.05          5.872
    219.53          94.05          5.870
    219.61          94.04          5.869
    219.69          94.04          5.867
    219.77          94.04          5.866
    219.86          94.03          5.864
    219.94          94.03          5.863
    220.02          94.02          5.861
    220.11          94.02          5.860
    220.19          94.01          5.858
    220.27          94.01          5.857
    220.36          94.01          5.855
    220.44          94.00          5.854
    220.52          94.00          5.853
    220.61          93.99          5.852
    220.69          93.99          5.851
    220.77          93.98          5.850
    220.85          93.98          5.849
    220.93          93.98          5.847
    221.02          93.97          5.846
    221.10          93.97          5.844
    221.19          93.96          5.843
    221.27          93.96          5.841
    221.35          93.96          5.840
    221.43          93.95          5.838
    221.52          93.95          5.836
    221.60          93.94          5.835
    221.68          93.94          5.833
    221.77          93.93          5.832
    221.85          93.93          5.830
    221.94          93.92          5.829
    222.02          93.92          5.827
    222.10          93.91          5.826
    222.18          93.91          5.824
    222.27          93.91          5.823
    222.35          93.90          5.821
    222.43          93.90          5.820
    222.51          93.89          5.818
    222.60          93.89          5.816
    222.68          93.88          5.815
    222.76          93.88          5.813
    222.85          93.87          5.812
    222.93          93.87          5.811
    223.02          93.86          5.809
    223.10          93.86          5.808
    223.18          93.86          5.806
    223.26          93.85          5.805
    223.34          93.85          5.804
    223.43          93.85          5.802
    223.51          93.84          5.800
    223.60          93.84          5.799
    223.68          93.83          5.797
    223.76          93.83          5.796
    223.84          93.82          5.794
    223.93          93.82          5.793
    224.01          93.81          5.791
    224.10          93.81          5.790
    224.18          93.80          5.788
    224.27          93.80          5.787
    224.35          93.79          5.785
    224.43          93.79          5.784
    224.51          93.79          5.782
    224.60          93.78          5.781
    224.68          93.78          5.779
    224.76          93.77          5.777
    224.84          93.77          5.776
    224.93          93.76          5.774
    225.01          93.76          5.773
    225.09          93.75          5.771
    225.17          93.75          5.770
    225.26          93.74          5.768
    225.34          93.73          5.766
    225.42          93.73          5.765
    225.50          93.73          5.763
    225.59          93.72          5.761
    225.67          93.71          5.760
    225.76          93.71          5.758
    225.84          93.70          5.757
    225.92          93.70          5.755
    226.00          93.70          5.753
    226.09          93.69          5.752
    226.18          93.69          5.750
    226.25          93.68          5.748
    226.34          93.67          5.747
    226.42          93.67          5.745
    226.51          93.66          5.744
    226.59          93.66          5.742
    226.67          93.65          5.740
    226.75          93.65          5.739
    226.84          93.64          5.737
    226.92          93.64          5.736
    227.00          93.63          5.734
    227.09          93.63          5.733
    227.17          93.62          5.731
    227.25          93.62          5.730
    227.34          93.62          5.728
    227.42          93.61          5.727
    227.50          93.60          5.725
    227.59          93.60          5.724
    227.67          93.60          5.722
    227.75          93.59          5.721
