  Temperature      Weight        HeatFlow
      °C              %             W/g
    333.67          66.51          5.289
    333.75          66.47          5.288
    333.83          66.42          5.288
    333.92          66.38          5.288
    334.00          66.34          5.287
    334.08          66.30          5.287
    334.17          66.26          5.286
    334.25          66.22          5.286
    334.33          66.18          5.285
    334.42          66.14          5.285
    334.50          66.10          5.284
    334.59          66.06          5.284
    334.66          66.02          5.284
    334.76          65.97          5.284
    334.83          65.93          5.283
    334.92          65.89          5.283
    335.00          65.85          5.283
    335.09          65.81          5.282
    335.17          65.77          5.282
    335.25          65.73          5.282
    335.33          65.69          5.282
    335.42          65.65          5.282
    335.50          65.61          5.282
    335.58          65.57          5.281
    335.67          65.53          5.281
    335.75          65.49          5.281
    335.83          65.44          5.281
    335.92          65.40          5.281
    336.00          65.36          5.282
    336.08          65.32          5.282
    336.17          65.28          5.282
    336.25          65.24          5.282
    336.34          65.20          5.282
    336.42          65.16          5.282
    336.50          65.12          5.282
    336.59          65.08          5.282
    336.67          65.04          5.282
    336.75          65.00          5.282
    336.84          64.96          5.282
    336.92          64.92          5.282
    337.00          64.87          5.282
    337.08          64.83          5.282
    337.17          64.79          5.282
    337.25          64.75          5.282
    337.33          64.71          5.282
    337.42          64.67          5.283
    337.50          64.63          5.283
    337.59          64.59          5.283
    337.67          64.55          5.283
    337.75          64.51          5.283
    337.84          64.47          5.283
    337.92          64.43          5.283
    338.01          64.39          5.283
    338.09          64.35          5.284
    338.17          64.31          5.284
    338.26          64.27          5.285
    338.34          64.23          5.285
    338.43          64.19          5.286
    338.51          64.15          5.286
    338.59          64.11          5.286
    338.67          64.07          5.286
    338.76          64.03          5.287
    338.84          63.99          5.287
    338.92          63.95          5.288
    339.01          63.91          5.288
    339.09          63.87          5.288
    339.17          63.83          5.288
    339.26          63.79          5.289
    339.34          63.75          5.289
    339.42          63.71          5.290
    339.51          63.67          5.290
    339.59          63.63          5.291
    339.68          63.60          5.291
    339.76          63.55          5.291
    339.84          63.52          5.292
    339.92          63.48          5.292
    340.01          63.44          5.293
    340.10          63.40          5.293
    340.18          63.36          5.294
    340.26          63.32          5.294
    340.34          63.28          5.295
    340.43          63.24          5.295
    340.51          63.20          5.296
    340.60          63.16          5.297
    340.68          63.13          5.297
    340.76          63.09          5.298
    340.84          63.05          5.299
    340.93          63.01          5.299
    341.01          62.97          5.300
    341.09          62.93          5.301
    341.17          62.90          5.301
    341.26          62.86          5.302
    341.34          62.82          5.303
    341.43          62.78          5.304
    341.51          62.74          5.304
    341.60          62.70          5.305
    341.68          62.67          5.306
    341.76          62.63          5.307
    341.84          62.59          5.307
    341.93          62.55          5.308
    342.01          62.52          5.309
    342.10          62.48          5.310
    342.17          62.44          5.310
    342.26          62.40          5.311
    342.34          62.37          5.312
    342.43          62.33          5.312
    342.51          62.29          5.313
    342.59          62.25          5.314
    342.68          62.22          5.314
    342.76          62.18          5.315
    342.85          62.14          5.316
    342.93          62.11          5.317
    343.01          62.07          5.318
    343.09          62.03          5.319
    343.18          61.99          5.320
    343.26          61.96          5.321
    343.35          61.92          5.322
    343.43          61.88          5.323
    343.51          61.84          5.324
    343.60          61.81          5.325
    343.68          61.77          5.326
    343.77          61.73          5.327
    343.85          61.69          5.328
    343.93          61.66          5.329
    344.02          61.62          5.330
    344.10          61.58          5.331
    344.18          61.55          5.331
    344.27          61.51          5.332
    344.35          61.47          5.333
    344.44          61.44          5.335
    344.52          61.40          5.335
    344.60          61.36          5.336
    344.69          61.33          5.337
    344.77          61.29          5.338
    344.85          61.26          5.339
    344.94          61.22          5.340
    345.02          61.18          5.342
    345.11          61.15          5.343
    345.19          61.11          5.344
    345.27          61.08          5.345
    345.35          61.04          5.346
    345.44          61.00          5.348
    345.52          60.97          5.349
    345.61          60.93          5.350
    345.69          60.90          5.351
    345.77          60.86          5.353
    345.85          60.82          5.354
    345.94          60.79          5.355
    346.03          60.75          5.356
    346.11          60.72          5.357
    346.19          60.68          5.358
    346.27          60.65          5.359
    346.35          60.61          5.360
    346.43          60.58          5.361
    346.52          60.54          5.362
    346.60          60.51          5.363
    346.69          60.47          5.365
    346.77          60.44          5.366
    346.86          60.41          5.367
    346.94          60.37          5.369
    347.02          60.34          5.370
    347.10          60.30          5.371
    347.19          60.27          5.373
    347.28          60.24          5.374
    347.36          60.20          5.375
    347.45          60.17          5.377
    347.53          60.13          5.378
    347.61          60.10          5.379
    347.70          60.07          5.381
    347.78          60.03          5.382
    347.86          60.00          5.383
    347.95          59.96          5.384
    348.03          59.93          5.386
    348.11          59.90          5.387
    348.20          59.86          5.389
    348.28          59.83          5.390
    348.37          59.79          5.391
    348.45          59.76          5.393
    348.54          59.73          5.394
    348.62          59.69          5.396
    348.70          59.66          5.398
    348.79          59.63          5.399
    348.87          59.59          5.401
    348.95          59.56          5.402
    349.04          59.52          5.403
    349.12          59.49          5.405
    349.20          59.46          5.406
    349.29          59.43          5.408
    349.37          59.39          5.409
    349.45          59.36          5.410
    349.54          59.32          5.412
    349.62          59.29          5.413
    349.70          59.26          5.414
    349.79          59.23          5.416
    349.87          59.20          5.417
    349.96          59.17          5.418
    350.04          59.13          5.420
    350.13          59.10          5.421
    350.21          59.07          5.423
    350.29          59.04          5.424
    350.37          59.01          5.426
    350.46          58.98          5.427
    350.54          58.94          5.429
    350.63          58.91          5.430
    350.71          58.88          5.431
    350.79          58.85          5.433
    350.87          58.81          5.434
    350.96          58.78          5.436
    351.04          58.75          5.437
    351.12          58.72          5.439
    351.21          58.69          5.441
    351.29          58.66          5.442
    351.37          58.62          5.444
    351.46          58.59          5.445
    351.55          58.56          5.447
    351.63          58.53          5.448
    351.71          58.50          5.450
    351.80          58.47          5.451
    351.88          58.44          5.453
    351.97          58.40          5.454
    352.05          58.37          5.456
    352.13          58.34          5.458
    352.22          58.31          5.459
    352.30          58.28          5.461
    352.38          58.25          5.462
    352.47          58.22          5.464
    352.55          58.19          5.465
    352.63          58.16          5.467
    352.71          58.13          5.469
    352.80          58.10          5.470
    352.88          58.07          5.472
    352.96          58.04          5.473
    353.05          58.01          5.475
    353.14          57.98          5.476
    353.22          57.95          5.477
    353.30          57.92          5.479
    353.38          57.89          5.480
    353.47          57.87          5.482
    353.55          57.84          5.483
    353.64          57.81          5.485
    353.72          57.78          5.486
    353.81          57.75          5.488
    353.89          57.72          5.489
    353.97          57.69          5.491
    354.06          57.66          5.493
    354.14          57.63          5.494
    354.22          57.60          5.496
    354.31          57.57          5.498
    354.39          57.54          5.499
    354.47          57.51          5.501
    354.56          57.48          5.502
    354.64          57.45          5.504
    354.72          57.43          5.505
    354.81          57.40          5.506
    354.89          57.37          5.508
    354.97          57.34          5.510
    355.05          57.31          5.511
    355.14          57.28          5.513
    355.22          57.25          5.514
    355.31          57.22          5.516
    355.40          57.19          5.517
    355.48          57.16          5.519
    355.56          57.14          5.521
    355.65          57.11          5.523
    355.73          57.08          5.525
    355.81          57.05          5.526
    355.89          57.02          5.528
    355.98          57.00          5.529
    356.07          56.97          5.531
    356.15          56.94          5.533
    356.23          56.91          5.534
    356.31          56.89          5.536
    356.40          56.86          5.537
    356.48          56.83          5.539
    356.56          56.80          5.540
    356.64          56.78          5.542
    356.74          56.75          5.543
    356.81          56.72          5.545
    356.90          56.69          5.547
    356.98          56.67          5.548
    357.07          56.64          5.550
    357.15          56.61          5.552
    357.23          56.58          5.554
    357.32          56.56          5.556
    357.40          56.53          5.557
    357.49          56.50          5.559
    357.57          56.47          5.560
    357.65          56.45          5.562
    357.74          56.42          5.563
    357.82          56.39          5.565
    357.90          56.36          5.566
    357.99          56.34          5.568
    358.07          56.31          5.569
    358.15          56.29          5.571
    358.24          56.26          5.572
    358.32          56.23          5.574
    358.41          56.21          5.575
    358.49          56.18          5.577
    358.57          56.16          5.578
    358.66          56.13          5.579
    358.74          56.11          5.581
    358.82          56.08          5.582
    358.91          56.06          5.584
    358.99          56.03          5.586
    359.08          56.00          5.588
    359.16          55.98          5.589
    359.24          55.95          5.591
    359.32          55.92          5.592
    359.41          55.90          5.594
    359.49          55.87          5.595
    359.58          55.85          5.597
    359.66          55.82          5.598
    359.74          55.80          5.600
    359.83          55.77          5.601
    359.91          55.74          5.603
    360.00          55.72          5.605
    360.08          55.69          5.606
    360.16          55.67          5.608
    360.25          55.64          5.609
    360.33          55.62          5.611
    360.41          55.60          5.612
    360.49          55.57          5.613
    360.58          55.55          5.615
    360.66          55.52          5.616
    360.75          55.50          5.617
    360.83          55.47          5.619
    360.91          55.45          5.620
    361.00          55.42          5.622
    361.08          55.40          5.624
    361.16          55.37          5.625
    361.25          55.35          5.627
    361.33          55.32          5.628
    361.42          55.30          5.630
    361.50          55.28          5.631
    361.58          55.25          5.633
    361.66          55.23          5.635
    361.75          55.20          5.636
    361.83          55.18          5.638
    361.92          55.15          5.639
    362.00          55.13          5.640
    362.09          55.11          5.642
    362.17          55.08          5.643
    362.25          55.06          5.645
    362.33          55.03          5.647
    362.42          55.01          5.648
    362.50          54.99          5.650
    362.58          54.96          5.651
    362.67          54.94          5.653
    362.75          54.92          5.654
    362.84          54.89          5.656
    362.92          54.87          5.657
    363.00          54.85          5.658
    363.08          54.82          5.660
    363.17          54.80          5.661
    363.25          54.78          5.662
    363.34          54.75          5.664
    363.42          54.73          5.665
    363.50          54.71          5.666
    363.59          54.68          5.668
    363.67          54.66          5.669
    363.75          54.63          5.671
    363.84          54.61          5.672
    363.92          54.59          5.673
    364.01          54.56          5.675
    364.09          54.54          5.676
    364.17          54.52          5.677
    364.26          54.50          5.679
    364.34          54.47          5.680
    364.43          54.45          5.682
    364.51          54.43          5.683
    364.59          54.41          5.685
    364.67          54.38          5.686
    364.76          54.36          5.688
    364.84          54.34          5.689
    364.93          54.32          5.690
    365.01          54.29          5.692
    365.09          54.27          5.693
    365.18          54.25          5.694
    365.26          54.23          5.695
    365.34          54.21          5.697
    365.43          54.18          5.698
    365.51          54.16          5.700
    365.59          54.14          5.701
    365.68          54.12          5.702
    365.76          54.10          5.704
    365.84          54.07          5.705
    365.93          54.05          5.707
    366.01          54.03          5.708
    366.09          54.01          5.709
    366.17          53.98          5.710
    366.26          53.96          5.712
    366.34          53.94          5.713
    366.43          53.92          5.714
    366.51          53.89          5.715
    366.60          53.87          5.717
    366.68          53.85          5.718
    366.76          53.83          5.719
    366.85          53.81          5.720
    366.93          53.79          5.722
    367.01          53.77          5.723
    367.10          53.74          5.724
    367.18          53.72          5.726
    367.26          53.70          5.727
    367.35          53.68          5.728
    367.43          53.66          5.729
    367.51          53.63          5.731
    367.60          53.61          5.732
    367.68          53.59          5.733
    367.77          53.57          5.734
    367.85          53.55          5.736
    367.93          53.53          5.737
    368.02          53.51          5.738
    368.10          53.49          5.740
    368.18          53.47          5.741
    368.27          53.45          5.742
    368.35          53.42          5.744
    368.43          53.40          5.745
    368.52          53.38          5.746
    368.60          53.36          5.748
    368.69          53.34          5.749
    368.77          53.32          5.750
    368.85          53.30          5.751
    368.94          53.28          5.753
    369.02          53.26          5.754
    369.10          53.24          5.755
    369.19          53.22          5.756
    369.27          53.20          5.757
    369.35          53.18          5.758
    369.44          53.16          5.759
    369.52          53.14          5.760
    369.60          53.12          5.761
    369.69          53.10          5.763
    369.77          53.08          5.764
    369.86          53.06          5.765
    369.94          53.04          5.766
    370.02          53.02          5.767
    370.11          53.00          5.768
    370.19          52.98          5.769
    370.27          52.96          5.770
    370.36          52.93          5.771
    370.44          52.92          5.772
    370.52          52.90          5.773
    370.60          52.87          5.774
    370.69          52.85          5.775
    370.78          52.83          5.776
    370.86          52.81          5.777
    370.94          52.79          5.778
    371.02          52.78          5.779
    371.11          52.76          5.780
    371.19          52.74          5.781
    371.28          52.72          5.781
    371.36          52.70          5.782
    371.44          52.68          5.783
    371.52          52.66          5.785
    371.61          52.64          5.785
    371.69          52.62          5.786
    371.77          52.60          5.787
    371.86          52.58          5.788
    371.94          52.56          5.789
    372.03          52.54          5.791
    372.11          52.52          5.792
    372.20          52.50          5.793
    372.28          52.48          5.794
    372.36          52.46          5.795
    372.45          52.45          5.796
    372.53          52.43          5.797
    372.61          52.41          5.798
    372.70          52.39          5.799
    372.78          52.37          5.800
    372.86          52.35          5.801
    372.94          52.34          5.801
    373.03          52.32          5.802
    373.11          52.30          5.803
    373.20          52.28          5.804
    373.28          52.26          5.805
    373.36          52.24          5.806
    373.45          52.22          5.807
    373.53          52.20          5.807
    373.61          52.18          5.808
    373.70          52.16          5.809
    373.78          52.14          5.809
    373.86          52.12          5.810
    373.94          52.10          5.811
    374.03          52.08          5.811
    374.11          52.07          5.812
    374.19          52.05          5.812
    374.28          52.03          5.813
    374.36          52.01          5.814
    374.45          51.99          5.815
    374.53          51.98          5.816
    374.61          51.96          5.817
    374.70          51.94          5.818
    374.78          51.92          5.819
    374.87          51.90          5.820
    374.95          51.88          5.821
    375.03          51.86          5.822
    375.11          51.84          5.823
    375.20          51.82          5.824
    375.28          51.81          5.825
    375.36          51.79          5.825
    375.44          51.77          5.826
    375.53          51.75          5.827
    375.61          51.74          5.828
    375.70          51.72          5.828
    375.78          51.70          5.829
    375.86          51.68          5.830
    375.95          51.66          5.831
    376.03          51.64          5.831
    376.12          51.62          5.832
    376.20          51.60          5.833
    376.28          51.59          5.834
    376.36          51.57          5.834
    376.45          51.55          5.835
    376.53          51.53          5.835
    376.61          51.52          5.836
    376.70          51.50          5.836
    376.78          51.48          5.837
    376.87          51.47          5.837
    376.95          51.45          5.838
    377.03          51.43          5.838
    377.12          51.41          5.839
    377.20          51.39          5.839
    377.29          51.38          5.840
    377.37          51.36          5.841
    377.45          51.34          5.841
    377.53          51.32          5.842
    377.62          51.30          5.843
    377.70          51.28          5.844
    377.79          51.27          5.844
    377.87          51.25          5.845
    377.95          51.23          5.846
    378.04          51.22          5.847
    378.12          51.20          5.847
    378.20          51.18          5.848
    378.28          51.17          5.848
    378.37          51.15          5.849
    378.45          51.13          5.849
    378.54          51.12          5.850
    378.62          51.10          5.850
    378.70          51.08          5.850
    378.79          51.07          5.851
    378.87          51.05          5.851
    378.95          51.03          5.851
    379.04          51.01          5.852
    379.12          50.99          5.852
    379.20          50.97          5.853
    379.28          50.96          5.853
    379.37          50.94          5.854
    379.45          50.92          5.854
    379.54          50.90          5.855
    379.62          50.89          5.855
    379.70          50.87          5.856
    379.79          50.85          5.856
    379.87          50.84          5.857
    379.96          50.82          5.857
    380.04          50.80          5.857
    380.12          50.79          5.858
    380.21          50.77          5.858
    380.29          50.75          5.859
    380.37          50.73          5.859
    380.45          50.72          5.860
    380.54          50.70          5.860
    380.62          50.68          5.860
    380.70          50.66          5.861
    380.79          50.65          5.861
    380.87          50.63          5.862
    380.95          50.61          5.862
    381.04          50.60          5.863
    381.12          50.58          5.863
    381.21          50.57          5.864
    381.29          50.55          5.864
    381.37          50.53          5.864
    381.46          50.52          5.865
    381.54          50.50          5.865
    381.62          50.48          5.865
    381.71          50.47          5.866
    381.79          50.45          5.866
    381.87          50.43          5.866
    381.96          50.41          5.866
    382.04          50.40          5.866
    382.13          50.38          5.865
    382.21          50.37          5.865
    382.29          50.35          5.865
    382.38          50.33          5.864
    382.46          50.32          5.864
    382.54          50.30          5.864
    382.63          50.28          5.864
    382.71          50.27          5.864
    382.80          50.25          5.864
    382.88          50.24          5.864
    382.96          50.22          5.864
    383.05          50.20          5.864
    383.13          50.19          5.864
    383.21          50.17          5.864
    383.29          50.15          5.864
    383.37          50.14          5.864
    383.46          50.12          5.864
    383.55          50.11          5.864
    383.63          50.09          5.864
    383.71          50.07          5.864
    383.79          50.06          5.864
    383.88          50.04          5.864
    383.96          50.02          5.863
    384.05          50.01          5.863
    384.13          49.99          5.863
    384.21          49.97          5.863
    384.30          49.96          5.863
    384.38          49.94          5.863
    384.46          49.92          5.862
    384.55          49.91          5.862
    384.63          49.89          5.862
    384.71          49.88          5.863
    384.80          49.86          5.862
    384.88          49.84          5.863
    384.96          49.83          5.862
    385.05          49.81          5.863
    385.13          49.80          5.863
    385.22          49.78          5.863
    385.30          49.77          5.863
    385.38          49.75          5.863
    385.46          49.74          5.863
    385.55          49.72          5.863
    385.63          49.70          5.863
    385.72          49.69          5.863
    385.80          49.67          5.863
    385.88          49.66          5.863
    385.97          49.64          5.863
    386.05          49.62          5.863
    386.13          49.61          5.863
    386.22          49.59          5.863
    386.30          49.58          5.863
    386.38          49.56          5.864
    386.46          49.55          5.864
    386.55          49.53          5.864
    386.63          49.51          5.864
    386.71          49.50          5.864
    386.80          49.48          5.864
    386.88          49.47          5.864
    386.96          49.45          5.863
    387.05          49.44          5.863
    387.13          49.42          5.863
    387.21          49.40          5.863
    387.29          49.39          5.863
    387.38          49.37          5.862
    387.47          49.36          5.862
    387.55          49.34          5.862
    387.64          49.33          5.862
    387.72          49.31          5.862
    387.80          49.30          5.862
    387.88          49.28          5.861
    387.97          49.26          5.861
    388.05          49.25          5.861
    388.13          49.24          5.861
    388.22          49.22          5.861
    388.30          49.20          5.861
    388.39          49.19          5.861
    388.47          49.17          5.861
    388.55          49.16          5.861
    388.63          49.14          5.861
    388.71          49.13          5.861
    388.80          49.11          5.861
    388.88          49.10          5.861
    388.97          49.08          5.861
    389.05          49.06          5.860
    389.13          49.05          5.860
    389.21          49.03          5.860
    389.30          49.02          5.860
    389.39          49.00          5.860
    389.47          48.98          5.860
    389.55          48.97          5.860
    389.63          48.95          5.860
    389.72          48.94          5.860
    389.80          48.92          5.860
    389.88          48.91          5.860
    389.97          48.89          5.860
    390.05          48.88          5.859
    390.13          48.86          5.859
    390.21          48.85          5.859
    390.29          48.83          5.859
    390.38          48.82          5.859
    390.46          48.80          5.859
    390.55          48.79          5.858
    390.63          48.78          5.858
    390.71          48.76          5.858
    390.80          48.75          5.858
    390.88          48.73          5.858
    390.97          48.72          5.858
    391.05          48.70          5.858
    391.13          48.68          5.858
    391.22          48.67          5.858
    391.30          48.65          5.858
    391.38          48.64          5.858
    391.47          48.62          5.858
    391.55          48.61          5.858
    391.63          48.59          5.858
    391.72          48.58          5.858
    391.80          48.56          5.857
    391.88          48.55          5.857
    391.97          48.53          5.857
    392.05          48.52          5.857
    392.13          48.50          5.857
    392.22          48.49          5.857
    392.30          48.47          5.857
    392.38          48.46          5.857
    392.46          48.44          5.857
    392.55          48.43          5.857
    392.64          48.41          5.857
    392.72          48.40          5.857
    392.80          48.39          5.857
    392.88          48.37          5.857
    392.97          48.36          5.857
    393.05          48.34          5.857
    393.13          48.32          5.857
    393.22          48.31          5.857
    393.30          48.29          5.856
    393.38          48.28          5.856
    393.47          48.27          5.856
    393.55          48.25          5.856
    393.63          48.24          5.855
    393.71          48.22          5.855
    393.80          48.21          5.855
    393.88          48.19          5.854
    393.97          48.18          5.854
    394.05          48.16          5.854
    394.14          48.15          5.854
    394.22          48.13          5.853
    394.30          48.12          5.853
    394.38          48.10          5.853
    394.47          48.09          5.852
    394.55          48.08          5.852
    394.63          48.06          5.852
    394.72          48.05          5.852
    394.80          48.03          5.851
    394.88          48.02          5.851
    394.96          48.01          5.851
    395.05          47.99          5.851
    395.14          47.98          5.851
    395.22          47.96          5.851
    395.30          47.95          5.851
    395.38          47.93          5.851
    395.47          47.92          5.850
    395.55          47.90          5.850
    395.63          47.89          5.850
    395.72          47.87          5.850
    395.80          47.86          5.850
    395.88          47.85          5.849
    395.97          47.83          5.849
    396.05          47.82          5.849
    396.13          47.80          5.848
    396.21          47.79          5.848
    396.30          47.77          5.848
    396.38          47.76          5.847
    396.47          47.75          5.847
    396.55          47.73          5.847
    396.63          47.72          5.847
    396.72          47.70          5.847
    396.80          47.69          5.846
    396.89          47.67          5.846
    396.97          47.66          5.846
    397.05          47.64          5.845
    397.14          47.63          5.845
    397.22          47.62          5.845
    397.30          47.60          5.845
    397.38          47.59          5.844
    397.46          47.57          5.844
    397.55          47.56          5.844
    397.63          47.55          5.843
    397.72          47.53          5.843
    397.80          47.52          5.843
    397.88          47.50          5.843
    397.97          47.49          5.842
    398.05          47.47          5.842
    398.13          47.46          5.842
    398.22          47.45          5.841
    398.30          47.43          5.841
    398.39          47.42          5.841
    398.46          47.41          5.841
    398.55          47.39          5.841
    398.63          47.38          5.841
    398.71          47.37          5.840
    398.80          47.35          5.840
    398.88          47.34          5.840
    398.96          47.32          5.840
    399.05          47.31          5.839
    399.13          47.30          5.839
    399.21          47.28          5.839
    399.29          47.27          5.838
    399.38          47.25          5.838
    399.46          47.24          5.838
    399.55          47.23          5.837
    399.63          47.21          5.837
    399.72          47.20          5.837
    399.80          47.18          5.837
    399.88          47.17          5.836
    399.97          47.16          5.836
    400.05          47.14          5.835
    400.13          47.13          5.835
    400.21          47.11          5.835
    400.29          47.10          5.834
    400.38          47.08          5.834
    400.46          47.07          5.833
    400.55          47.06          5.833
    400.63          47.04          5.832
    400.72          47.03          5.832
    400.80          47.02          5.832
    400.88          47.00          5.832
    400.97          46.99          5.831
    401.05          46.97          5.831
    401.13          46.96          5.831
    401.22          46.95          5.830
    401.30          46.93          5.830
    401.39          46.92          5.830
    401.47          46.91          5.829
    401.56          46.89          5.829
    401.64          46.88          5.829
    401.72          46.87          5.828
    401.80          46.86          5.828
    401.89          46.84          5.828
    401.97          46.83          5.828
    402.05          46.81          5.828
    402.13          46.80          5.827
    402.22          46.78          5.827
    402.30          46.77          5.827
    402.39          46.76          5.827
    402.47          46.74          5.827
    402.56          46.73          5.826
    402.64          46.72          5.826
    402.72          46.70          5.826
    402.81          46.69          5.825
    402.89          46.68          5.825
    402.98          46.66          5.824
    403.06          46.65          5.824
    403.14          46.63          5.823
    403.22          46.62          5.823
    403.31          46.61          5.822
    403.39          46.59          5.821
    403.47          46.58          5.821
    403.55          46.56          5.820
    403.64          46.55          5.819
    403.72          46.54          5.818
    403.81          46.52          5.817
    403.89          46.51          5.816
    403.97          46.50          5.815
    404.06          46.48          5.814
    404.14          46.47          5.813
    404.23          46.46          5.813
    404.31          46.44          5.812
    404.39          46.43          5.811
    404.47          46.42          5.810
    404.55          46.40          5.809
    404.64          46.39          5.808
    404.72          46.38          5.807
    404.80          46.36          5.806
    404.89          46.35          5.805
    404.97          46.33          5.804
    405.05          46.32          5.803
    405.14          46.31          5.802
    405.22          46.29          5.801
    405.31          46.28          5.800
    405.39          46.26          5.798
    405.47          46.25          5.797
    405.55          46.24          5.796
    405.64          46.23          5.795
    405.72          46.21          5.793
    405.80          46.20          5.792
    405.89          46.19          5.791
    405.97          46.18          5.790
    406.06          46.16          5.789
    406.14          46.15          5.787
    406.23          46.13          5.786
    406.31          46.12          5.785
    406.40          46.11          5.784
    406.48          46.09          5.783
    406.56          46.08          5.781
    406.64          46.07          5.780
    406.73          46.06          5.778
    406.81          46.04          5.777
    406.89          46.03          5.776
    406.98          46.02          5.775
    407.06          46.00          5.774
    407.14          45.99          5.773
    407.22          45.98          5.772
    407.31          45.97          5.771
    407.39          45.95          5.770
    407.47          45.94          5.769
    407.56          45.92          5.768
    407.64          45.91          5.767
    407.72          45.90          5.766
    407.81          45.88          5.765
    407.89          45.87          5.763
    407.97          45.86          5.762
    408.06          45.84          5.761
    408.14          45.83          5.760
    408.22          45.82          5.759
    408.31          45.80          5.757
    408.39          45.79          5.756
    408.47          45.78          5.755
    408.56          45.76          5.753
    408.64          45.75          5.752
    408.72          45.74          5.751
    408.81          45.73          5.750
    408.89          45.71          5.748
    408.97          45.70          5.747
    409.05          45.69          5.746
    409.14          45.67          5.745
    409.22          45.66          5.743
    409.30          45.65          5.742
    409.39          45.63          5.741
    409.47          45.62          5.740
    409.56          45.61          5.739
    409.64          45.59          5.738
    409.72          45.58          5.737
    409.80          45.57          5.736
    409.89          45.56          5.735
    409.97          45.54          5.734
    410.06          45.53          5.733
    410.14          45.52          5.732
    410.22          45.51          5.732
    410.31          45.49          5.731
    410.39          45.48          5.730
    410.47          45.47          5.729
    410.55          45.46          5.727
    410.64          45.44          5.726
    410.72          45.43          5.725
    410.80          45.42          5.724
    410.89          45.41          5.723
    410.98          45.39          5.722
    411.06          45.38          5.721
    411.14          45.37          5.720
    411.22          45.35          5.719
    411.31          45.34          5.718
    411.39          45.33          5.717
    411.47          45.32          5.716
    411.55          45.30          5.715
    411.64          45.29          5.714
    411.72          45.28          5.713
    411.80          45.26          5.712
    411.89          45.25          5.711
    411.97          45.24          5.709
    412.06          45.23          5.708
    412.14          45.21          5.707
    412.22          45.20          5.706
    412.30          45.19          5.705
    412.39          45.18          5.704
    412.47          45.16          5.703
    412.55          45.15          5.702
    412.64          45.14          5.701
    412.72          45.13          5.700
    412.80          45.11          5.699
    412.89          45.10          5.698
    412.97          45.09          5.697
    413.05          45.08          5.696
    413.14          45.06          5.696
    413.22          45.05          5.695
    413.30          45.04          5.694
    413.39          45.03          5.693
    413.46          45.01          5.692
    413.55          45.00          5.691
    413.63          44.99          5.690
    413.71          44.98          5.689
    413.80          44.96          5.688
    413.88          44.95          5.687
    413.96          44.94          5.686
    414.05          44.92          5.685
    414.13          44.91          5.684
    414.22          44.90          5.683
    414.30          44.89          5.683
    414.38          44.87          5.682
    414.46          44.86          5.681
    414.55          44.85          5.679
    414.63          44.84          5.679
    414.71          44.83          5.678
    414.80          44.82          5.677
    414.88          44.80          5.676
    414.96          44.79          5.675
    415.05          44.78          5.673
    415.13          44.77          5.672
    415.21          44.75          5.671
    415.30          44.74          5.670
    415.38          44.73          5.669
    415.47          44.72          5.668
    415.55          44.70          5.667
    415.63          44.69          5.666
    415.71          44.68          5.665
    415.79          44.67          5.665
    415.88          44.65          5.664
    415.96          44.64          5.663
    416.04          44.63          5.662
    416.13          44.61          5.661
    416.21          44.60          5.660
    416.30          44.59          5.659
    416.38          44.58          5.658
    416.46          44.57          5.657
    416.55          44.55          5.656
    416.63          44.54          5.655
    416.71          44.53          5.654
    416.80          44.52          5.653
    416.88          44.50          5.652
    416.96          44.49          5.651
    417.05          44.48          5.650
    417.13          44.46          5.649
    417.21          44.45          5.649
    417.29          44.44          5.648
    417.38          44.43          5.647
    417.46          44.42          5.647
    417.55          44.40          5.646
    417.63          44.39          5.645
    417.71          44.38          5.644
    417.79          44.37          5.643
    417.87          44.36          5.642
    417.96          44.35          5.640
    418.04          44.34          5.639
    418.13          44.32          5.638
    418.21          44.31          5.637
    418.30          44.30          5.636
    418.38          44.29          5.635
    418.46          44.27          5.634
    418.54          44.26          5.633
    418.63          44.25          5.632
    418.71          44.24          5.631
    418.79          44.22          5.630
    418.88          44.21          5.629
    418.96          44.20          5.628
    419.04          44.19          5.628
    419.12          44.17          5.627
    419.21          44.16          5.626
    419.29          44.15          5.625
    419.38          44.14          5.624
    419.46          44.12          5.623
    419.54          44.11          5.622
    419.63          44.10          5.621
    419.71          44.09          5.620
    419.79          44.08          5.619
    419.88          44.06          5.618
    419.96          44.05          5.617
    420.04          44.04          5.616
    420.13          44.03          5.615
    420.21          44.02          5.614
    420.29          44.01          5.613
    420.38          43.99          5.612
    420.46          43.98          5.611
    420.54          43.97          5.610
    420.63          43.96          5.608
    420.71          43.95          5.608
    420.79          43.93          5.606
    420.87          43.92          5.605
    420.96          43.91          5.605
    421.04          43.90          5.604
    421.13          43.88          5.603
    421.21          43.87          5.602
    421.29          43.86          5.601
    421.37          43.85          5.600
    421.46          43.84          5.600
    421.54          43.82          5.599
    421.62          43.81          5.598
    421.71          43.80          5.597
    421.78          43.79          5.596
    421.87          43.78          5.595
    421.96          43.77          5.594
    422.04          43.76          5.593
    422.12          43.75          5.592
    422.20          43.73          5.591
    422.29          43.72          5.590
    422.37          43.71          5.588
    422.46          43.70          5.588
    422.54          43.68          5.587
    422.62          43.67          5.586
    422.70          43.66          5.584
    422.79          43.65          5.583
    422.87          43.63          5.583
    422.95          43.62          5.582
    423.04          43.61          5.581
    423.12          43.60          5.579
    423.20          43.59          5.578
